Number,Level,Vocabulary,Wordclass,Guide
710,1급,하루,명사,하루가 걸리다
711,1급,하숙집,명사,하숙집을 구하다
712,1급,하지만,부사,
713,1급,학교학용품,명사,학교에 다니다
714,1급,학생,명사,학생을 가르치다
715,1급,학생증,명사,학생증을 발급하다
716,1급,한01,관형사,한 명
717,1급,한가하다,형용사,한가한 때
718,1급,한국,명사,나라
719,1급,한복,명사,한복을 입다
720,1급,할머니,명사,할머니와 할아버지
721,1급,할아버지,명사,할머니와 할아버지
722,1급,함께,부사,함께 놀다
723,1급,형01,명사,동생
724,1급,호04,의존명사,사월 호 잡지
725,1급,호텔,명사,호텔에 묵다
726,1급,혼자01/혼자02,명사/부사,혼자 살다
727,1급,화요일,명사,요일
728,1급,화장실,명사,화장실에 가다
729,1급,회사,명사,회사에 다니다
730,1급,회사원,명사,회사원이 되다
731,1급,회의01,명사,회의에 참석하다
732,1급,후02,명사,오 분 후
733,1급,휴가,명사,출산 휴가
734,1급,흐리다02,형용사,날씨가 흐리다
735,1급,힘들다,형용사,일이 힘들다
